href_value,contact_id,scrapped
https://app.nomination.fr/contact/529834,529834,False
https://app.nomination.fr/contact/530038,530038,False
https://app.nomination.fr/contact/530274,530274,False
https://app.nomination.fr/contact/531511,531511,False
https://app.nomination.fr/contact/532113,532113,False
https://app.nomination.fr/contact/534355,534355,False
https://app.nomination.fr/contact/535005,535005,False
https://app.nomination.fr/contact/535625,535625,False
https://app.nomination.fr/contact/535822,535822,False
https://app.nomination.fr/contact/535863,535863,False
https://app.nomination.fr/contact/535972,535972,False
https://app.nomination.fr/contact/536150,536150,False
https://app.nomination.fr/contact/536164,536164,False
https://app.nomination.fr/contact/536406,536406,False
https://app.nomination.fr/contact/536518,536518,False
https://app.nomination.fr/contact/536621,536621,False
https://app.nomination.fr/contact/536706,536706,False
https://app.nomination.fr/contact/536766,536766,False
https://app.nomination.fr/contact/536910,536910,False
https://app.nomination.fr/contact/537572,537572,False
https://app.nomination.fr/contact/537762,537762,False
https://app.nomination.fr/contact/537772,537772,False
https://app.nomination.fr/contact/538083,538083,False
https://app.nomination.fr/contact/538441,538441,False
https://app.nomination.fr/contact/538490,538490,False
https://app.nomination.fr/contact/538662,538662,False
https://app.nomination.fr/contact/538911,538911,False
https://app.nomination.fr/contact/539389,539389,False
https://app.nomination.fr/contact/540606,540606,False
https://app.nomination.fr/contact/540683,540683,False
https://app.nomination.fr/contact/541095,541095,False
https://app.nomination.fr/contact/541570,541570,False
https://app.nomination.fr/contact/541899,541899,False
https://app.nomination.fr/contact/542842,542842,False
https://app.nomination.fr/contact/542878,542878,False
https://app.nomination.fr/contact/542880,542880,False
https://app.nomination.fr/contact/542983,542983,False
https://app.nomination.fr/contact/542984,542984,False
https://app.nomination.fr/contact/543278,543278,False
https://app.nomination.fr/contact/543573,543573,False
https://app.nomination.fr/contact/543786,543786,False
https://app.nomination.fr/contact/544296,544296,False
https://app.nomination.fr/contact/544366,544366,False
https://app.nomination.fr/contact/544466,544466,False
https://app.nomination.fr/contact/544499,544499,False
https://app.nomination.fr/contact/544681,544681,False
https://app.nomination.fr/contact/545099,545099,False
https://app.nomination.fr/contact/545179,545179,False
https://app.nomination.fr/contact/545249,545249,False
https://app.nomination.fr/contact/545311,545311,False
https://app.nomination.fr/contact/545316,545316,False
https://app.nomination.fr/contact/545406,545406,False
https://app.nomination.fr/contact/545664,545664,False
https://app.nomination.fr/contact/545692,545692,False
https://app.nomination.fr/contact/545780,545780,False
https://app.nomination.fr/contact/545854,545854,False
https://app.nomination.fr/contact/546037,546037,False
https://app.nomination.fr/contact/546361,546361,False
https://app.nomination.fr/contact/547144,547144,False
https://app.nomination.fr/contact/547401,547401,False
https://app.nomination.fr/contact/547577,547577,False
https://app.nomination.fr/contact/547751,547751,False
https://app.nomination.fr/contact/548301,548301,False
https://app.nomination.fr/contact/548424,548424,False
https://app.nomination.fr/contact/549184,549184,False
https://app.nomination.fr/contact/549289,549289,False
https://app.nomination.fr/contact/549344,549344,False
https://app.nomination.fr/contact/549441,549441,False
https://app.nomination.fr/contact/549480,549480,False
https://app.nomination.fr/contact/549502,549502,False
https://app.nomination.fr/contact/549646,549646,False
https://app.nomination.fr/contact/549696,549696,False
https://app.nomination.fr/contact/549753,549753,False
